cell_id,lat_center,lon_center,area_km2,dem_elevation_m,dem_slope_deg,dem_source,slope_class
36.5000_-114.5000,36.5,-114.5,12321.0,536.0238647460938,5.986965185899782,Copernicus DEM GLO-30,gentle
36.5000_-113.5000,36.5,-113.5,12321.0,1685.040771484375,6.191841696646143,Copernicus DEM GLO-30,gentle
36.5000_-112.5000,36.5,-112.5,12321.0,1938.03369140625,7.645233434336599,Copernicus DEM GLO-30,gentle
36.5000_-111.5000,36.5,-111.5,12321.0,1936.948974609375,2.6725739098787256,Copernicus DEM GLO-30,flat
36.5000_-110.5000,36.5,-110.5,12321.0,2130.62255859375,9.871058007482937,Copernicus DEM GLO-30,gentle
36.5000_-109.5000,36.5,-109.5,12321.0,1620.056640625,1.188821955939608,Copernicus DEM GLO-30,flat
36.5000_-108.5000,36.5,-108.5,12321.0,1622.394775390625,4.083851113374929,Copernicus DEM GLO-30,flat
36.5000_-107.5000,36.5,-107.5,12321.0,1994.5865478515625,6.896685558346935,Copernicus DEM GLO-30,gentle
36.5000_-106.5000,36.5,-106.5,12321.0,2288.77685546875,5.502618889822206,Copernicus DEM GLO-30,gentle
36.5000_-105.5000,36.5,-105.5,12321.0,3301.91064453125,33.501267263098455,Copernicus DEM GLO-30,steep
36.5000_-104.5000,36.5,-104.5,12321.0,1808.8760986328125,0.9880995679555988,Copernicus DEM GLO-30,flat
37.5000_-123.5000,37.5,-123.5,12321.0,0.0,0.0,Copernicus DEM GLO-30,flat
37.5000_-122.5000,37.5,-122.5,12321.0,0.0,0.0,Copernicus DEM GLO-30,flat
37.5000_-121.5000,37.5,-121.5,12321.0,836.2586669921875,16.39757524210639,Copernicus DEM GLO-30,moderate
37.5000_-120.5000,37.5,-120.5,12321.0,61.95494079589844,0.07604124651975161,Copernicus DEM GLO-30,flat
37.5000_-119.5000,37.5,-119.5,12321.0,2476.044921875,5.118151246897236,Copernicus DEM GLO-30,gentle
37.5000_-118.5000,37.5,-118.5,12321.0,1542.6595458984375,2.351562256385987,Copernicus DEM GLO-30,flat
37.5000_-117.5000,37.5,-117.5,12321.0,2094.1396484375,14.065629580166044,Copernicus DEM GLO-30,gentle
37.5000_-116.5000,37.5,-116.5,12321.0,1556.81103515625,1.225853207601691,Copernicus DEM GLO-30,flat
37.5000_-115.5000,37.5,-115.5,12321.0,1457.9681396484375,1.1941443228565345,Copernicus DEM GLO-30,flat
37.5000_-114.5000,37.5,-114.5,12321.0,1916.785888671875,19.415781184794227,Copernicus DEM GLO-30,moderate
37.5000_-113.5000,37.5,-113.5,12321.0,2064.97412109375,20.101429470317125,Copernicus DEM GLO-30,moderate
37.5000_-112.5000,37.5,-112.5,12321.0,2227.5634765625,4.322729979192282,Copernicus DEM GLO-30,flat
37.5000_-111.5000,37.5,-111.5,12321.0,1923.709228515625,16.43850961427597,Copernicus DEM GLO-30,moderate
37.5000_-110.5000,37.5,-110.5,12321.0,1558.7060546875,14.391540443758721,Copernicus DEM GLO-30,gentle
37.5000_-109.5000,37.5,-109.5,12321.0,1653.6302490234375,6.542444399197555,Copernicus DEM GLO-30,gentle
37.5000_-108.5000,37.5,-108.5,12321.0,2265.164794921875,3.2686448437417512,Copernicus DEM GLO-30,flat
37.5000_-107.5000,37.5,-107.5,12321.0,3368.5693359375,14.773927272283174,Copernicus DEM GLO-30,gentle
37.5000_-106.5000,37.5,-106.5,12321.0,3354.456298828125,16.121382674704897,Copernicus DEM GLO-30,moderate
37.5000_-105.5000,37.5,-105.5,12321.0,2460.874267578125,2.82156447656118,Copernicus DEM GLO-30,flat
37.5000_-104.5000,37.5,-104.5,12321.0,1872.0078125,5.868157678612011,Copernicus DEM GLO-30,gentle
38.5000_-123.5000,38.5,-123.5,12321.0,0.0,0.0,Copernicus DEM GLO-30,flat
38.5000_-122.5000,38.5,-122.5,12321.0,225.05148315429688,16.176245322402224,Copernicus DEM GLO-30,moderate
38.5000_-121.5000,38.5,-121.5,12321.0,10.701729774475098,2.2648464219955695,Copernicus DEM GLO-30,flat
38.5000_-120.5000,38.5,-120.5,12321.0,1221.560546875,14.689522617872667,Copernicus DEM GLO-30,gentle
38.5000_-119.5000,38.5,-119.5,12321.0,1864.33349609375,6.074121246498893,Copernicus DEM GLO-30,gentle
38.5000_-118.5000,38.5,-118.5,12321.0,1610.2073974609375,14.888074093925775,Copernicus DEM GLO-30,gentle
38.5000_-117.5000,38.5,-117.5,12321.0,1659.47021484375,1.1105763109746014,Copernicus DEM GLO-30,flat
38.5000_-116.5000,38.5,-116.5,12321.0,2009.525146484375,9.196846233875203,Copernicus DEM GLO-30,gentle
38.5000_-115.5000,38.5,-115.5,12321.0,1775.5819091796875,29.176052709060855,Copernicus DEM GLO-30,moderate
38.5000_-114.5000,38.5,-114.5,12321.0,1876.0306396484375,1.5058340809722595,Copernicus DEM GLO-30,flat
38.5000_-113.5000,38.5,-113.5,12321.0,1712.1942138671875,3.463688314753909,Copernicus DEM GLO-30,flat
38.5000_-112.5000,38.5,-112.5,12321.0,2829.205322265625,10.23140744649577,Copernicus DEM GLO-30,gentle
38.5000_-111.5000,38.5,-111.5,12321.0,2654.81982421875,20.65471732455718,Copernicus DEM GLO-30,moderate
38.5000_-110.5000,38.5,-110.5,12321.0,1667.485107421875,1.7251522790789555,Copernicus DEM GLO-30,flat
38.5000_-109.5000,38.5,-109.5,12321.0,1810.93359375,12.239631695987097,Copernicus DEM GLO-30,gentle
38.5000_-108.5000,38.5,-108.5,12321.0,2685.87744140625,3.043961899770323,Copernicus DEM GLO-30,flat
38.5000_-107.5000,38.5,-107.5,12321.0,2926.23876953125,9.904081834145808,Copernicus DEM GLO-30,gentle
38.5000_-106.5000,38.5,-106.5,12321.0,2758.5478515625,1.5378732137066136,Copernicus DEM GLO-30,flat
38.5000_-105.5000,38.5,-105.5,12321.0,2443.056884765625,10.904279269599904,Copernicus DEM GLO-30,gentle
38.5000_-104.5000,38.5,-104.5,12321.0,1557.2647705078125,1.587758904640961,Copernicus DEM GLO-30,flat
39.5000_-123.5000,39.5,-123.5,12321.0,477.4641418457031,18.069251894852243,Copernicus DEM GLO-30,moderate
39.5000_-122.5000,39.5,-122.5,12321.0,418.2778625488281,13.63217454477544,Copernicus DEM GLO-30,gentle
39.5000_-121.5000,39.5,-121.5,12321.0,132.87469482421875,7.3957049945835225,Copernicus DEM GLO-30,gentle
39.5000_-120.5000,39.5,-120.5,12321.0,1993.7772216796875,2.1244389359677673,Copernicus DEM GLO-30,flat
39.5000_-119.5000,39.5,-119.5,12321.0,1905.2713623046875,19.81368359509121,Copernicus DEM GLO-30,moderate
39.5000_-118.5000,39.5,-118.5,12321.0,1192.273193359375,0.7112557864771751,Copernicus DEM GLO-30,flat
39.5000_-117.5000,39.5,-117.5,12321.0,1881.569580078125,0.38326597673534457,Copernicus DEM GLO-30,flat
39.5000_-116.5000,39.5,-116.5,12321.0,1918.55224609375,1.3072187291390749,Copernicus DEM GLO-30,flat
39.5000_-115.5000,39.5,-115.5,12321.0,2090.63525390625,11.605029200919983,Copernicus DEM GLO-30,gentle
39.5000_-114.5000,39.5,-114.5,12321.0,1719.1807861328125,1.4647400652823725,Copernicus DEM GLO-30,flat
39.5000_-113.5000,39.5,-113.5,12321.0,1359.2257080078125,0.7524731018865362,Copernicus DEM GLO-30,flat
39.5000_-112.5000,39.5,-112.5,12321.0,1444.99169921875,1.0666555246370035,Copernicus DEM GLO-30,flat
39.5000_-111.5000,39.5,-111.5,12321.0,1747.0587158203125,1.5203637062475222,Copernicus DEM GLO-30,flat
39.5000_-110.5000,39.5,-110.5,12321.0,1673.1309814453125,2.0567338494784373,Copernicus DEM GLO-30,flat
39.5000_-109.5000,39.5,-109.5,12321.0,2195.546875,15.081745232642255,Copernicus DEM GLO-30,moderate
39.5000_-108.5000,39.5,-108.5,12321.0,2172.9521484375,40.12209175719122,Copernicus DEM GLO-30,steep
39.5000_-107.5000,39.5,-107.5,12321.0,2025.87744140625,4.117765257521138,Copernicus DEM GLO-30,flat
39.5000_-106.5000,39.5,-106.5,12321.0,3470.57861328125,15.613841301547778,Copernicus DEM GLO-30,moderate
39.5000_-105.5000,39.5,-105.5,12321.0,2773.845947265625,6.582084112617569,Copernicus DEM GLO-30,gentle
39.5000_-104.5000,39.5,-104.5,12321.0,1891.47705078125,4.359276594385994,Copernicus DEM GLO-30,flat
40.5000_-123.5000,40.5,-123.5,12321.0,1624.6551513671875,15.26760022909441,Copernicus DEM GLO-30,moderate
40.5000_-122.5000,40.5,-122.5,12321.0,222.8449249267578,30.70992788989538,Copernicus DEM GLO-30,steep
40.5000_-121.5000,40.5,-121.5,12321.0,2540.717529296875,23.720237071441304,Copernicus DEM GLO-30,moderate
40.5000_-120.5000,40.5,-120.5,12321.0,1575.891357421875,14.527098860904351,Copernicus DEM GLO-30,gentle
40.5000_-119.5000,40.5,-119.5,12321.0,1413.573486328125,16.730862912468968,Copernicus DEM GLO-30,moderate
40.5000_-118.5000,40.5,-118.5,12321.0,1477.2750244140625,5.2638888660244785,Copernicus DEM GLO-30,gentle
40.5000_-117.5000,40.5,-117.5,12321.0,2242.88427734375,25.099030191802914,Copernicus DEM GLO-30,moderate
40.5000_-116.5000,40.5,-116.5,12321.0,1436.8759765625,0.22080287020136538,Copernicus DEM GLO-30,flat
40.5000_-115.5000,40.5,-115.5,12321.0,2567.81103515625,34.29591497868652,Copernicus DEM GLO-30,steep
40.5000_-114.5000,40.5,-114.5,12321.0,1707.873046875,0.4627910995259383,Copernicus DEM GLO-30,flat
40.5000_-113.5000,40.5,-113.5,12321.0,1286.92919921875,2.1580590930249293,Copernicus DEM GLO-30,flat
40.5000_-112.5000,40.5,-112.5,12321.0,1616.077880859375,2.15411250184456,Copernicus DEM GLO-30,flat
40.5000_-111.5000,40.5,-111.5,12321.0,1840.501953125,24.051630844172745,Copernicus DEM GLO-30,moderate
40.5000_-110.5000,40.5,-110.5,12321.0,2863.075927734375,18.913188233286405,Copernicus DEM GLO-30,moderate
40.5000_-109.5000,40.5,-109.5,12321.0,1644.0418701171875,4.364770049421857,Copernicus DEM GLO-30,flat
40.5000_-108.5000,40.5,-108.5,12321.0,2031.79736328125,11.784650619512691,Copernicus DEM GLO-30,gentle
40.5000_-107.5000,40.5,-107.5,12321.0,1888.3018798828125,1.0457250602482364,Copernicus DEM GLO-30,flat
40.5000_-106.5000,40.5,-106.5,12321.0,2545.343017578125,7.247706666420019,Copernicus DEM GLO-30,gentle
40.5000_-105.5000,40.5,-105.5,12321.0,2924.767578125,22.05291762634381,Copernicus DEM GLO-30,moderate
40.5000_-104.5000,40.5,-104.5,12321.0,1429.5286865234375,2.3237461834071635,Copernicus DEM GLO-30,flat
41.5000_-123.5000,41.5,-123.5,12321.0,549.974853515625,15.973595063285941,Copernicus DEM GLO-30,moderate
41.5000_-122.5000,41.5,-122.5,12321.0,870.588134765625,2.8825084320379046,Copernicus DEM GLO-30,flat
41.5000_-121.5000,41.5,-121.5,12321.0,1568.3516845703125,4.345171733972734,Copernicus DEM GLO-30,flat
41.5000_-120.5000,41.5,-120.5,12321.0,1337.183349609375,0.20237540765306847,Copernicus DEM GLO-30,flat
41.5000_-119.5000,41.5,-119.5,12321.0,1898.928466796875,5.041803101627971,Copernicus DEM GLO-30,gentle
41.5000_-118.5000,41.5,-118.5,12321.0,1232.3858642578125,0.4359876251647711,Copernicus DEM GLO-30,flat
41.5000_-117.5000,41.5,-117.5,12321.0,1380.6702880859375,0.9369295900793274,Copernicus DEM GLO-30,flat
41.5000_-116.5000,41.5,-116.5,12321.0,1796.2264404296875,7.917953522227013,Copernicus DEM GLO-30,gentle
41.5000_-115.5000,41.5,-115.5,12321.0,1898.348388671875,3.1990214023940142,Copernicus DEM GLO-30,flat
41.5000_-114.5000,41.5,-114.5,12321.0,1690.7574462890625,1.6684220280898492,Copernicus DEM GLO-30,flat
41.5000_-113.5000,41.5,-113.5,12321.0,1398.450439453125,0.7948227913429734,Copernicus DEM GLO-30,flat
41.5000_-112.5000,41.5,-112.5,12321.0,1974.9287109375,36.588983066797574,Copernicus DEM GLO-30,steep
41.5000_-111.5000,41.5,-111.5,12321.0,2693.135986328125,5.10364767940244,Copernicus DEM GLO-30,gentle
41.5000_-110.5000,41.5,-110.5,12321.0,2119.112548828125,2.3353823361880592,Copernicus DEM GLO-30,flat
41.5000_-109.5000,41.5,-109.5,12321.0,2009.5133056640625,14.209771361841288,Copernicus DEM GLO-30,gentle
41.5000_-108.5000,41.5,-108.5,12321.0,2084.989013671875,2.28103309087705,Copernicus DEM GLO-30,flat
41.5000_-107.5000,41.5,-107.5,12321.0,2340.00537109375,5.635762634858354,Copernicus DEM GLO-30,gentle
41.5000_-106.5000,41.5,-106.5,12321.0,2469.395751953125,7.869064487140745,Copernicus DEM GLO-30,gentle
41.5000_-105.5000,41.5,-105.5,12321.0,2516.90771484375,8.944124369195608,Copernicus DEM GLO-30,gentle
41.5000_-104.5000,41.5,-104.5,12321.0,1638.5330810546875,0.8880473230921269,Copernicus DEM GLO-30,flat
